time,index,YZ,Trap,Measurements,Correction,CorrectionLimit,CurrentR,CurrentL,ZReference,ZMeasured,Difference
14:56:36,75,Z,,5,0.27,0,0,0,162,144,18
14:56:37,78,Z,,5,0.165,0,0,0,162,151,11
14:56:38,81,Z,,5,0.135,0,0,0,162,153,9
14:56:38,82,Z,,5,0.09,0,0,0,162,156,6
14:56:38,83,Z,,5,0.165,0,0,0,162,151,11
14:56:38,84,Z,,5,0.105,0,0,0,162,155,7
14:56:39,85,Z,,5,0.105,0,0,0,162,155,7
14:56:39,87,Z,,5,0.165,0,0,0,162,151,11
14:56:40,88,Z,,5,0.12,0,0,0,162,154,8
14:56:40,89,Z,,5,0.105,0,0,0,162,155,7
14:56:40,91,Z,,5,-0.138,0,0,0,162,171,-9
14:56:40,93,Z,,5,0.21,0,0,0,162,148,14
14:56:41,95,Z,,5,0.09,0,0,0,162,156,6
14:56:41,96,Z,,5,0.09,0,0,0,162,156,6
14:56:41,98,Z,,5,0.27,0,0,0,162,144,18
14:56:42,100,Z,,5,0.105,0,0,0,162,155,7
14:56:42,102,Z,,5,0.165,0,0,0,162,151,11
14:56:42,104,Z,,5,0.15,0,0,0,162,152,10
14:56:43,105,Z,,5,0.105,0,0,0,162,155,7
14:56:43,106,Z,,5,0.135,0,0,0,162,153,9
14:56:43,107,Z,,5,0.27,0,0,0,162,144,18
14:56:43,108,Z,,5,0.09,0,0,0,162,156,6
14:56:44,110,Z,,5,0.195,0,0,0,162,149,13
14:56:44,113,Z,,5,0.195,0,0,0,162,149,13
14:56:45,114,Z,,5,0.12,0,0,0,162,154,8
14:56:45,115,Z,,5,0.12,0,0,0,162,154,8
14:56:45,116,Z,,5,0.12,0,0,0,162,154,8
14:56:46,117,Z,,5,0.105,0,0,0,162,155,7
14:56:46,120,Z,,5,0.09,0,0,0,162,156,6
14:56:46,122,Z,,5,0.3,0,0,0,162,142,20
14:56:47,125,Z,,5,0.285,0,0,0,162,143,19
14:56:47,127,Z,,5,0.09,0,0,0,162,156,6
14:56:47,128,Z,,5,0.15,0,0,0,162,152,10
14:56:48,130,Z,,5,0.165,0,0,0,162,151,11
14:56:48,131,Z,,5,0.225,0,0,0,162,147,15
14:56:48,133,Z,,5,0.12,0,0,0,162,154,8
14:56:48,135,Z,,5,0.135,0,0,0,162,153,9
14:56:49,136,Z,,5,0.21,0,0,0,162,148,14
14:56:49,138,Z,,5,0.15,0,0,0,162,152,10
14:56:49,139,Z,,5,0.09,0,0,0,162,156,6
14:56:49,140,Z,,5,0.12,0,0,0,162,154,8
14:56:50,141,Z,,5,0.12,0,0,0,162,154,8
14:56:50,143,Z,,5,0.135,0,0,0,162,153,9
14:56:50,145,Z,,5,0.105,0,0,0,162,155,7
14:56:50,147,Z,,5,0.165,0,0,0,162,151,11
14:56:51,148,Z,,5,0.105,0,0,0,162,155,7
14:56:51,149,Z,,5,0.12,0,0,0,162,154,8
14:56:51,151,Z,,5,-0.09,0,0,0,162,168,-6
14:56:52,153,Z,,5,0.105,0,0,0,162,155,7
14:56:52,155,Z,,5,0.12,0,0,0,162,154,8
14:56:53,157,Z,,5,0.15,0,0,0,162,152,10
14:56:53,159,Z,,5,0.24,0,0,0,162,146,16
14:56:53,160,Z,,5,0.165,0,0,0,162,151,11
14:56:54,163,Z,,5,0.105,0,0,0,162,155,7
14:56:54,165,Z,,5,0.135,0,0,0,162,153,9
14:56:54,167,Z,,5,0.225,0,0,0,162,147,15
